River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
43.12,3,1946609279.9999998,4,7786437119.999999
26.47,3,1194961680.0,4,4779846720.0
29.27,3,1321364880.0,4,5285459520.0
41.6,3,1877990400.0,4,7511961600.0
27.49,3,1241008560.0,4,4964034240.0
49.83,3,2249525520.0,4,8998102080.0
32.74,3,1478014560.0000002,4,5912058240.000001
17.3,3,780991200.0,4,3123964800.0
19.57,3,883468080.0000001,4,3533872320.0000005
36.47,3,1646401680.0,4,6585606720.0
20.92,3,944412480.0000001,4,3777649920.0000005
13.4,3,604929600.0,4,2419718400.0
31.37,3,1416167280.0,4,5664669120.0
35.76,3,1614349439.9999998,4,6457397759.999999
30.77,3,1389080880.0,4,5556323520.0
20.17,3,910554480.0000001,4,3642217920.0000005
35.23,3,1590423119.9999998,4,6361692479.999999
36.13,3,1631052720.0,4,6524210880.0
43.01,3,1941643440.0,4,7766573760.0
37.41,3,1688837039.9999998,4,6755348159.999999
36.79,3,1660847760.0,4,6643391040.0
13.41,3,605381040.0,4,2421524160.0
37.64,3,1699220160.0000002,4,6796880640.000001
12.15,3,548499600.0,4,2193998400.0
49.47,3,2233273679.9999995,4,8933094719.999998
44.65,3,2015679600.0,4,8062718400.0
35.66,3,1609835039.9999998,4,6439340159.999999
45.54,3,2055857760.0,4,8223431040.0
43.51,3,1964215440.0,4,7856861760.0
27.06,3,1221596639.9999998,4,4886386559.999999
23.58,3,1064495519.9999999,4,4257982079.9999995
20.84,3,940800960.0,4,3763203840.0
40.1,3,1810274400.0,4,7241097600.0
23.57,3,1064044080.0,4,4256176320.0
36.72,3,1657687680.0,4,6630750720.0
36.31,3,1639178640.0,4,6556714560.0
32.04,3,1446413760.0,4,5785655040.0
35.55,3,1604869199.9999998,4,6419476799.999999
27.26,3,1230625440.0,4,4922501760.0
36.39,3,1642790160.0000002,4,6571160640.000001
22.84,3,1031088959.9999999,4,4124355839.9999995
20.55,3,927709200.0,4,3710836800.0
42.18,3,1904173919.9999998,4,7616695679.999999
47.17,3,2129442480.0000002,4,8517769920.000001
49.43,3,2231467920.0,4,8925871680.0
43.43,3,1960603919.9999998,4,7842415679.999999
20.05,3,905137200.0,4,3620548800.0
26.04,3,1175549760.0,4,4702199040.0
26.96,3,1217082240.0,4,4868328960.0
13.23,3,597255120.0,4,2389020480.0
27.56,3,1244168639.9999998,4,4976674559.999999
11.34,3,511932960.0,4,2047731840.0
48.79,3,2202575760.0,4,8810303040.0
37.6,3,1697414400.0,4,6789657600.0
38.46,3,1736238240.0,4,6944952960.0
31.62,3,1427453280.0,4,5709813120.0
15.65,3,706503600.0,4,2826014400.0
17.91,3,808529040.0,4,3234116160.0
19.94,3,900171360.0,4,3600685440.0
32.99,3,1489300560.0000002,4,5957202240.000001
31.71,3,1431516240.0,4,5726064960.0
33.1,3,1494266400.0,4,5977065600.0
28.33,3,1278929519.9999998,4,5115718079.999999
44.96,3,2029674240.0,4,8118696960.0
34.39,3,1552502160.0000002,4,6210008640.000001
21.11,3,952989839.9999999,4,3811959359.9999995
49.24,3,2222890560.0,4,8891562240.0
36.2,3,1634212800.0000002,4,6536851200.000001
28.25,3,1275318000.0,4,5101272000.0
40.59,3,1832394960.0000002,4,7329579840.000001
43.38,3,1958346720.0000002,4,7833386880.000001
35.25,3,1591326000.0,4,6365304000.0
35.04,3,1581845760.0,4,6327383040.0
22.72,3,1025671680.0,4,4102686720.0
21.93,3,990007920.0,4,3960031680.0
43.2,3,1950220800.0,4,7800883200.0
22.77,3,1027928880.0,4,4111715520.0
35.3,3,1593583199.9999998,4,6374332799.999999
13.05,3,589129200.0,4,2356516800.0
36.32,3,1639630080.0,4,6558520320.0
36.45,3,1645498800.0000002,4,6581995200.000001
24.62,3,1111445280.0,4,4445781120.0
48.14,3,2173232160.0,4,8692928640.0
41.58,3,1877087519.9999998,4,7508350079.999999
18.16,3,819815040.0,4,3279260160.0
40.76,3,1840069439.9999998,4,7360277759.999999
33.69,3,1520901360.0,4,6083605440.0
39.72,3,1793119680.0,4,7172478720.0
42.67,3,1926294480.0000002,4,7705177920.000001
12.39,3,559334160.0,4,2237336640.0
30.14,3,1360640160.0000002,4,5442560640.000001
19.98,3,901977120.0,4,3607908480.0
20.3,3,916423200.0,4,3665692800.0
33.68,3,1520449920.0,4,6081799680.0
30.01,3,1354771440.0,4,5419085760.0
33.37,3,1506455280.0,4,6025821120.0
34.14,3,1541216160.0000002,4,6164864640.000001
14.59,3,658650960.0,4,2634603840.0
22.26,3,1004905440.0000001,4,4019621760.0000005
15.18,3,685285919.9999999,4,2741143679.9999995
31.7,3,1431064800.0,4,5724259200.0
34.36,3,1551147839.9999998,4,6204591359.999999
37.2,3,1679356800.0000002,4,6717427200.000001
31.48,3,1421133120.0,4,5684532480.0
47.27,3,2133956880.0000002,4,8535827520.000001
24.57,3,1109188080.0,4,4436752320.0
41.05,3,1853161199.9999998,4,7412644799.999999
29.7,3,1340776800.0,4,5363107200.0
11.93,3,538567919.9999999,4,2154271679.9999995
29.63,3,1337616720.0,4,5350466880.0
13.44,3,606735360.0,4,2426941440.0
35.71,3,1612092240.0,4,6448368960.0
31.59,3,1426098960.0,4,5704395840.0
40.87,3,1845035280.0,4,7380141120.0
32.41,3,1463117039.9999998,4,5852468159.999999
12.39,3,559334160.0,4,2237336640.0
23.05,3,1040569200.0,4,4162276800.0
46.27,3,2088812880.0000002,4,8355251520.000001
45.64,3,2060372160.0,4,8241488640.0
43.69,3,1972341360.0,4,7889365440.0
21.53,3,971950320.0,4,3887801280.0
36.59,3,1651818960.0000002,4,6607275840.000001
14.93,3,673999919.9999999,4,2695999679.9999995
36.45,3,1645498800.0000002,4,6581995200.000001
48.53,3,2190838320.0000005,4,8763353280.000002
48.37,3,2183615279.9999995,4,8734461119.999998
46.67,3,2106870480.0000002,4,8427481920.000001
47.69,3,2152917360.0,4,8611669440.0
10.55,3,476269200.0,4,1905076800.0
35.06,3,1582748640.0,4,6330994560.0
35.68,3,1610737920.0,4,6442951680.0
36.6,3,1652270400.0,4,6609081600.0
31.19,3,1408041360.0000002,4,5632165440.000001
24.48,3,1105125120.0,4,4420500480.0
48.55,3,2191741200.0,4,8766964800.0
25.23,3,1138983120.0,4,4555932480.0
12.32,3,556174080.0000001,4,2224696320.0000005
19.21,3,867216240.0000001,4,3468864960.0000005
19.58,3,883919519.9999999,4,3535678079.9999995
18.9,3,853221599.9999999,4,3412886399.9999995
10.05,3,453697200.00000006,4,1814788800.0000002
44.83,3,2023805519.9999998,4,8095222079.999999
14.04,3,633821759.9999999,4,2535287039.9999995
28.66,3,1293827040.0,4,5175308160.0
12.32,3,556174080.0000001,4,2224696320.0000005
28.49,3,1286152560.0,4,5144610240.0
47.34,3,2137116960.0000002,4,8548467840.000001
11.94,3,539019360.0,4,2156077440.0
11.52,3,520058879.99999994,4,2080235519.9999998
31.91,3,1440545040.0,4,5762180160.0
34.02,3,1535798880.0000002,4,6143195520.000001
15.75,3,711018000.0,4,2844072000.0
34.14,3,1541216160.0000002,4,6164864640.000001
39.76,3,1794925439.9999998,4,7179701759.999999
33.42,3,1508712480.0000002,4,6034849920.000001
38.41,3,1733981039.9999998,4,6935924159.999999
26.13,3,1179612720.0,4,4718450880.0
26.75,3,1207602000.0,4,4830408000.0
29.12,3,1314593280.0,4,5258373120.0
45.48,3,2053149119.9999998,4,8212596479.999999
23.47,3,1059529680.0,4,4238118720.0
15.15,3,683931600.0,4,2735726400.0
44.0,3,1986336000.0,4,7945344000.0
20.54,3,927257759.9999999,4,3709031039.9999995
13.13,3,592740720.0,4,2370962880.0
46.66,3,2106419039.9999998,4,8425676159.999999
19.66,3,887531040.0,4,3550124160.0
13.48,3,608541120.0,4,2434164480.0
40.33,3,1820657519.9999998,4,7282630079.999999
36.89,3,1665362160.0000002,4,6661448640.000001
16.57,3,748036080.0000001,4,2992144320.0000005
42.16,3,1903271039.9999998,4,7613084159.999999
32.52,3,1468082880.0000002,4,5872331520.000001
39.51,3,1783639439.9999998,4,7134557759.999999
30.16,3,1361543040.0,4,5446172160.0
46.86,3,2115447840.0,4,8461791360.0
42.06,3,1898756640.0,4,7595026560.0
11.06,3,499292640.0,4,1997170560.0
36.44,3,1645047360.0,4,6580189440.0
25.19,3,1137177360.0000002,4,4548709440.000001
49.3,3,2225599200.0,4,8902396800.0
46.56,3,2101904640.0,4,8407618560.0
18.09,3,816654960.0,4,3266619840.0
41.94,3,1893339360.0,4,7573357440.0
24.62,3,1111445280.0,4,4445781120.0
22.68,3,1023865920.0,4,4095463680.0
12.72,3,574231680.0000001,4,2296926720.0000005
20.77,3,937640880.0,4,3750563520.0
46.0,3,2076624000.0,4,8306496000.0
20.54,3,927257759.9999999,4,3709031039.9999995
10.42,3,470400480.0,4,1881601920.0
11.29,3,509675759.99999994,4,2038703039.9999998
28.41,3,1282541040.0,4,5130164160.0
39.61,3,1788153839.9999998,4,7152615359.999999
15.9,3,717789600.0,4,2871158400.0
33.84,3,1527672960.0000002,4,6110691840.000001
38.45,3,1735786800.0000002,4,6943147200.000001
16.11,3,727269840.0,4,2909079360.0
34.45,3,1555210800.0000002,4,6220843200.000001
28.45,3,1284346800.0,4,5137387200.0
30.13,3,1360188720.0,4,5440754880.0
36.49,3,1647304560.0000002,4,6589218240.000001
24.35,3,1099256400.0,4,4397025600.0
15.12,3,682577280.0,4,2730309120.0
20.24,3,913714559.9999999,4,3654858239.9999995
27.5,3,1241460000.0,4,4965840000.0
38.37,3,1732175280.0,4,6928701120.0
42.31,3,1910042640.0,4,7640170560.0
46.46,3,2097390240.0,4,8389560960.0
36.01,3,1625635439.9999998,4,6502541759.999999
11.88,3,536310720.00000006,4,2145242880.0000002
27.25,3,1230174000.0,4,4920696000.0
44.95,3,2029222800.0,4,8116891200.0
18.64,3,841484160.0,4,3365936640.0
12.96,3,585066240.0000001,4,2340264960.0000005
21.81,3,984590639.9999999,4,3938362559.9999995
43.43,3,1960603919.9999998,4,7842415679.999999
23.93,3,1080295920.0,4,4321183680.0
24.08,3,1087067519.9999998,4,4348270079.999999
37.93,3,1712311920.0,4,6849247680.0
24.58,3,1109639519.9999998,4,4438558079.999999
27.82,3,1255906080.0,4,5023624320.0
22.55,3,1017997200.0,4,4071988800.0
37.73,3,1703283119.9999998,4,6813132479.999999
40.28,3,1818400320.0,4,7273601280.0
43.71,3,1973244240.0,4,7892976960.0
13.74,3,620278560.0,4,2481114240.0
47.25,3,2133054000.0,4,8532216000.0
16.72,3,754807680.0,4,3019230720.0
44.28,3,1998976320.0000002,4,7995905280.000001
38.01,3,1715923439.9999998,4,6863693759.999999
13.32,3,601318080.0000001,4,2405272320.0000005
27.36,3,1235139839.9999998,4,4940559359.999999
47.25,3,2133054000.0,4,8532216000.0
39.0,3,1760616000.0,4,7042464000.0
44.18,3,1994461919.9999998,4,7977847679.999999
32.38,3,1461762720.0,4,5847050880.0
40.95,3,1848646800.0000002,4,7394587200.000001
19.07,3,860896080.0000001,4,3443584320.0000005
24.07,3,1086616080.0,4,4346464320.0
21.2,3,957052800.0,4,3828211200.0
41.06,3,1853612640.0,4,7414450560.0
10.24,3,462274560.0,4,1849098240.0
23.6,3,1065398400.0,4,4261593600.0
23.12,3,1043729280.0,4,4174917120.0
44.97,3,2030125679.9999998,4,8120502719.999999
11.65,3,525927600.0,4,2103710400.0
45.41,3,2049989039.9999998,4,8199956159.999999
14.89,3,672194160.0,4,2688776640.0
26.33,3,1188641519.9999998,4,4754566079.999999
36.81,3,1661750640.0,4,6647002560.0
14.6,3,659102400.0,4,2636409600.0
23.78,3,1073524320.0,4,4294097280.0
35.6,3,1607126400.0,4,6428505600.0
48.09,3,2170974960.0000005,4,8683899840.000002
47.71,3,2153820240.0,4,8615280960.0
48.56,3,2192192640.0,4,8768770560.0
24.66,3,1113251040.0,4,4453004160.0
21.65,3,977367600.0,4,3909470400.0
20.21,3,912360240.0000001,4,3649440960.0000005
25.41,3,1147109040.0,4,4588436160.0
25.56,3,1153880639.9999998,4,4615522559.999999
45.51,3,2054503440.0,4,8218013760.0
44.07,3,1989496080.0000002,4,7957984320.000001
18.34,3,827940960.0,4,3311763840.0
13.08,3,590483520.0,4,2361934080.0
38.12,3,1720889280.0,4,6883557120.0
21.27,3,960212880.0,4,3840851520.0
28.98,3,1308273120.0,4,5233092480.0
19.85,3,896108400.0000001,4,3584433600.0000005
36.84,3,1663104960.0000002,4,6652419840.000001
24.35,3,1099256400.0,4,4397025600.0
28.4,3,1282089600.0,4,5128358400.0
12.19,3,550305360.0,4,2201221440.0
46.0,3,2076624000.0,4,8306496000.0
47.21,3,2131248240.0,4,8524992960.0
42.5,3,1918620000.0,4,7674480000.0
48.29,3,2180003760.0,4,8720015040.0
26.59,3,1200378960.0,4,4801515840.0
10.87,3,490715279.99999994,4,1962861119.9999998
44.84,3,2024256960.0000002,4,8097027840.000001
33.21,3,1499232240.0,4,5996928960.0
37.76,3,1704637439.9999998,4,6818549759.999999
48.71,3,2198964240.0,4,8795856960.0
34.18,3,1543021920.0,4,6172087680.0
48.13,3,2172780720.0000005,4,8691122880.000002
30.8,3,1390435200.0,4,5561740800.0
43.44,3,1961055360.0,4,7844221440.0
37.53,3,1694254320.0,4,6777017280.0
15.9,3,717789600.0,4,2871158400.0
22.9,3,1033797600.0,4,4135190400.0
20.24,3,913714559.9999999,4,3654858239.9999995
16.61,3,749841840.0,4,2999367360.0
43.42,3,1960152480.0000002,4,7840609920.000001
38.9,3,1756101600.0,4,7024406400.0
27.73,3,1251843120.0,4,5007372480.0
11.77,3,531344879.99999994,4,2125379519.9999998
44.88,3,2026062720.0000002,4,8104250880.000001
24.53,3,1107382320.0,4,4429529280.0
49.07,3,2215216080.0,4,8860864320.0
35.29,3,1593131760.0,4,6372527040.0
26.93,3,1215727920.0,4,4862911680.0
16.81,3,758870640.0,4,3035482560.0
44.53,3,2010262320.0000002,4,8041049280.000001
30.52,3,1377794880.0,4,5511179520.0
35.73,3,1612995119.9999998,4,6451980479.999999
26.46,3,1194510240.0,4,4778040960.0
25.66,3,1158395040.0,4,4633580160.0
27.81,3,1255454639.9999998,4,5021818559.999999
38.15,3,1722243600.0,4,6888974400.0
33.48,3,1511421119.9999998,4,6045684479.999999
18.02,3,813494880.0,4,3253979520.0
40.46,3,1826526240.0,4,7306104960.0
14.24,3,642850560.0,4,2571402240.0
45.11,3,2036445840.0,4,8145783360.0
27.73,3,1251843120.0,4,5007372480.0
45.16,3,2038703039.9999998,4,8154812159.999999
15.29,3,690251759.9999999,4,2761007039.9999995
10.71,3,483492240.00000006,4,1933968960.0000002
16.55,3,747133200.0,4,2988532800.0
41.05,3,1853161199.9999998,4,7412644799.999999
30.06,3,1357028639.9999998,4,5428114559.999999
30.59,3,1380954960.0,4,5523819840.0
47.25,3,2133054000.0,4,8532216000.0
46.83,3,2114093519.9999998,4,8456374079.999999
43.05,3,1943449200.0,4,7773796800.0
20.89,3,943058160.0,4,3772232640.0
27.1,3,1223402400.0,4,4893609600.0
36.86,3,1664007839.9999998,4,6656031359.999999
24.12,3,1088873280.0,4,4355493120.0
10.32,3,465886080.0,4,1863544320.0
14.16,3,639239040.0,4,2556956160.0
21.24,3,958858559.9999999,4,3835434239.9999995
23.93,3,1080295920.0,4,4321183680.0
23.22,3,1048243680.0,4,4192974720.0
34.18,3,1543021920.0,4,6172087680.0
46.68,3,2107321919.9999998,4,8429287679.999999
35.8,3,1616155199.9999998,4,6464620799.999999
36.77,3,1659944880.0000002,4,6639779520.000001
33.14,3,1496072160.0000002,4,5984288640.000001
20.44,3,922743360.0,4,3690973440.0
16.55,3,747133200.0,4,2988532800.0
14.93,3,673999919.9999999,4,2695999679.9999995
18.36,3,828843840.0,4,3315375360.0
21.67,3,978270480.0000001,4,3913081920.0000005
29.71,3,1341228240.0,4,5364912960.0
24.19,3,1092033360.0000002,4,4368133440.000001
18.21,3,822072240.0000001,4,3288288960.0000005
43.25,3,1952478000.0,4,7809912000.0
44.34,3,2001684960.0000002,4,8006739840.000001
23.05,3,1040569200.0,4,4162276800.0
11.57,3,522316080.00000006,4,2089264320.0000002
16.89,3,762482160.0,4,3049928640.0
28.45,3,1284346800.0,4,5137387200.0
29.82,3,1346194080.0,4,5384776320.0
10.25,3,462726000.0,4,1850904000.0
33.84,3,1527672960.0000002,4,6110691840.000001
14.17,3,639690480.0,4,2558761920.0
15.69,3,708309360.0,4,2833237440.0
45.77,3,2066240880.0000002,4,8264963520.000001
24.44,3,1103319360.0000002,4,4413277440.000001
21.98,3,992265120.0,4,3969060480.0
26.6,3,1200830400.0,4,4803321600.0
16.33,3,737201519.9999999,4,2948806079.9999995
31.17,3,1407138480.0000002,4,5628553920.000001
15.57,3,702892080.0000001,4,2811568320.0000005
42.15,3,1902819600.0,4,7611278400.0
27.36,3,1235139839.9999998,4,4940559359.999999
45.61,3,2059017840.0,4,8236071360.0
38.1,3,1719986400.0,4,6879945600.0
44.83,3,2023805519.9999998,4,8095222079.999999
22.16,3,1000391040.0000001,4,4001564160.0000005
40.13,3,1811628720.0,4,7246514880.0
16.27,3,734492880.0,4,2937971520.0
25.27,3,1140788880.0,4,4563155520.0
47.57,3,2147500080.0,4,8590000320.0
11.96,3,539922240.0000001,4,2159688960.0000005
10.54,3,475817759.99999994,4,1903271039.9999998
46.33,3,2091521519.9999998,4,8366086079.999999
26.84,3,1211664960.0,4,4846659840.0
39.0,3,1760616000.0,4,7042464000.0
29.15,3,1315947600.0,4,5263790400.0
19.55,3,882565200.0,4,3530260800.0
20.62,3,930869280.0000001,4,3723477120.0000005
49.76,3,2246365440.0,4,8985461760.0
44.17,3,1994010480.0000002,4,7976041920.000001
34.38,3,1552050720.0,4,6208202880.0
39.87,3,1799891280.0,4,7199565120.0
32.59,3,1471242960.0000002,4,5884971840.000001
25.95,3,1171486800.0,4,4685947200.0
32.37,3,1461311280.0,4,5845245120.0
41.06,3,1853612640.0,4,7414450560.0
22.2,3,1002196800.0,4,4008787200.0
12.53,3,565654319.9999999,4,2262617279.9999995
14.16,3,639239040.0,4,2556956160.0
24.04,3,1085261760.0,4,4341047040.0
49.26,3,2223793440.0,4,8895173760.0
31.38,3,1416618720.0,4,5666474880.0
23.52,3,1061786880.0,4,4247147520.0
37.44,3,1690191360.0,4,6760765440.0
22.67,3,1023414480.0000001,4,4093657920.0000005
47.6,3,2148854400.0,4,8595417600.0
32.03,3,1445962320.0,4,5783849280.0
12.24,3,552562560.0,4,2210250240.0
13.4,3,604929600.0,4,2419718400.0
42.26,3,1907785440.0,4,7631141760.0
16.14,3,728624160.0,4,2914496640.0
45.59,3,2058114960.0000002,4,8232459840.000001
48.91,3,2207993039.9999995,4,8831972159.999998
12.0,3,541728000.0,4,2166912000.0
15.22,3,687091680.0000001,4,2748366720.0000005
28.93,3,1306015920.0,4,5224063680.0
35.33,3,1594937519.9999998,4,6379750079.999999
45.76,3,2065789440.0,4,8263157760.0
14.52,3,655490880.0,4,2621963520.0
13.09,3,590934960.0,4,2363739840.0
49.08,3,2215667520.0,4,8862670080.0
37.11,3,1675293839.9999998,4,6701175359.999999
12.57,3,567460080.0000001,4,2269840320.0000005
23.45,3,1058626800.0,4,4234507200.0
34.71,3,1566948240.0,4,6267792960.0
36.65,3,1654527600.0,4,6618110400.0
24.43,3,1102867920.0,4,4411471680.0
15.02,3,678062880.0,4,2712251520.0
15.4,3,695217600.0,4,2780870400.0
49.95,3,2254942800.0,4,9019771200.0
23.85,3,1076684400.0,4,4306737600.0
23.54,3,1062689759.9999999,4,4250759039.9999995
15.49,3,699280560.0,4,2797122240.0
33.69,3,1520901360.0,4,6083605440.0
10.01,3,451891440.0,4,1807565760.0
18.66,3,842387040.0,4,3369548160.0
38.95,3,1758358800.0000002,4,7033435200.000001
13.9,3,627501600.0,4,2510006400.0
45.53,3,2055406320.0000002,4,8221625280.000001
40.64,3,1834652160.0000002,4,7338608640.000001
24.11,3,1088421839.9999998,4,4353687359.999999
11.74,3,529990560.0,4,2119962240.0
37.95,3,1713214800.0000002,4,6852859200.000001
23.79,3,1073975760.0,4,4295903040.0
41.24,3,1861738560.0000002,4,7446954240.000001
24.26,3,1095193440.0,4,4380773760.0
24.71,3,1115508240.0,4,4462032960.0
43.63,3,1969632720.0000002,4,7878530880.000001
48.55,3,2191741200.0,4,8766964800.0
20.99,3,947572559.9999999,4,3790290239.9999995
24.35,3,1099256400.0,4,4397025600.0
32.98,3,1488849119.9999998,4,5955396479.999999
19.03,3,859090320.0,4,3436361280.0
44.84,3,2024256960.0000002,4,8097027840.000001
15.69,3,708309360.0,4,2833237440.0
22.73,3,1026123120.0,4,4104492480.0
28.42,3,1282992480.0000002,4,5131969920.000001
18.46,3,833358240.0000001,4,3333432960.0000005
34.69,3,1566045360.0,4,6264181440.0
20.32,3,917326080.0000001,4,3669304320.0000005
10.15,3,458211600.0,4,1832846400.0
42.22,3,1905979679.9999998,4,7623918719.999999
26.92,3,1215276480.0000002,4,4861105920.000001
34.33,3,1549793519.9999998,4,6199174079.999999
10.09,3,455502959.99999994,4,1822011839.9999998
31.59,3,1426098960.0,4,5704395840.0
43.61,3,1968729840.0,4,7874919360.0
21.86,3,986847839.9999999,4,3947391359.9999995
46.09,3,2080686960.0000002,4,8322747840.000001
35.01,3,1580491439.9999998,4,6321965759.999999
34.41,3,1553405039.9999998,4,6213620159.999999
15.46,3,697926240.0000001,4,2791704960.0000005
17.03,3,768802320.0,4,3075209280.0
11.46,3,517350240.00000006,4,2069400960.0000002
44.14,3,1992656160.0,4,7970624640.0
40.77,3,1840520880.0000002,4,7362083520.000001
42.08,3,1899659519.9999998,4,7598638079.999999
31.76,3,1433773440.0,4,5735093760.0
35.72,3,1612543680.0,4,6450174720.0
40.88,3,1845486720.0,4,7381946880.0
36.0,3,1625184000.0,4,6500736000.0
19.05,3,859993200.0,4,3439972800.0
35.62,3,1608029280.0,4,6432117120.0
39.13,3,1766484720.0,4,7065938880.0
37.15,3,1677099600.0,4,6708398400.0
35.8,3,1616155199.9999998,4,6464620799.999999
21.36,3,964275839.9999999,4,3857103359.9999995
17.31,3,781442640.0,4,3125770560.0
40.54,3,1830137760.0,4,7320551040.0
44.99,3,2031028560.0,4,8124114240.0
36.55,3,1650013199.9999998,4,6600052799.999999
36.44,3,1645047360.0,4,6580189440.0
13.79,3,622535759.9999999,4,2490143039.9999995
37.73,3,1703283119.9999998,4,6813132479.999999
27.3,3,1232431200.0,4,4929724800.0
38.44,3,1735335360.0,4,6941341440.0
18.13,3,818460719.9999999,4,3273842879.9999995
46.07,3,2079784080.0000002,4,8319136320.000001
20.31,3,916874640.0,4,3667498560.0
26.24,3,1184578560.0,4,4738314240.0
12.85,3,580100400.0,4,2320401600.0
34.78,3,1570108320.0,4,6280433280.0
35.29,3,1593131760.0,4,6372527040.0
34.27,3,1547084880.0000002,4,6188339520.000001
34.3,3,1548439199.9999998,4,6193756799.999999
19.29,3,870827759.9999999,4,3483311039.9999995
13.62,3,614861280.0,4,2459445120.0
40.04,3,1807565760.0,4,7230263040.0
37.43,3,1689739920.0,4,6758959680.0
35.64,3,1608932160.0000002,4,6435728640.000001
34.0,3,1534896000.0,4,6139584000.0
23.2,3,1047340800.0,4,4189363200.0
23.09,3,1042374959.9999999,4,4169499839.9999995
10.14,3,457760160.0,4,1831040640.0
28.54,3,1288409760.0,4,5153639040.0
22.72,3,1025671680.0,4,4102686720.0
30.88,3,1394046720.0,4,5576186880.0
25.85,3,1166972400.0,4,4667889600.0
15.07,3,680320080.0000001,4,2721280320.0000005
42.17,3,1903722480.0000002,4,7614889920.000001
